Campaign,Project,Item,ItemId,Asset,AssetId,AssetStatus,DownloadUrl,Transcription,Tags
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-23,218838,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:023/full/pct:50/0/default.jpg,"March, WEDNESDAY, 16. 1864.
Plymouth N.C. This morning
quite cold & ground white with snow
but soon clears up a fine day. This
morning I am detailed Corpl of
camp Guard; feel considerably unwell
the Ague still has the ""upper hand"" on
on me, all remains quiet, Countersign
""Williamsburgh""

THURSDAY, 17.
Plymouth N.C. This morning pleasant.
relieved from guard at 9 Am. This morn
we had a job. something like Hercules: cleaning
the ""Aegean Stables"" clearing out quarters.
there is nothing new to day, there is a report
of the Cavalry having a small scud today
but the story lacks confirmation; eve  Dress parade
at night preaching Sub,""Signs of the times""

FRIDAY, 18.
Plymouth N.C. This morning pleasant.
There is but little that is new to record
to day, every thing remains quiet; to
day it is said the Rebs sent in a Flag
of truce but the object of it has not yet
transpired; the authorities are busy filling
old vessels to sink & blockade the Roanoke
River. This evening the 101st regt. returned
from Roanoke Island, there is a small mail
but little news,

March, SATURDAY, 19. 1864.
Plymouth N.C. This morning pleasant,
to day an affair is brought to light which
reflects no great credit upon the 103rd but
I am glad the blame falls upon the right
ones, ""petty larceny"" is a low lifed business
& appears to be a growing evil with many
men. thank God I was not raised on
plunder, & have no desire to begin now.

SUNDAY, 20.
Plymouth N.C. This morning pleasant.
first duty in order ""Sunday
Morning Inspection"" Then detailed to
go upon Picket, Post the reserve
on the Achor road. there is nothing
new all is quiet as usual, & the weather
pleasant. the Countersign. ""Mechanicsville
this morn. recd a let. from my Wife.

MONDAY, 21.
On Picket; reserve post, Achor road
near Plymouth N.C. This morn at
4 A.M. go along the whole picket
line. found the sentinels all upon
the watch like good Soldiers. morn
very stormy & cold. relieved at 9 AM
& return to camp spent most of
the remainder in the embrace of
""Morpheus"" nothing new.",Flag of Truce
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-24,218839,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:024/full/pct:50/0/default.jpg,"March             TUESDAY 22             1864

Plymouth N.C. this  Morning succeeds
a stormy night  & there is about one
inch of snow on the ground and all
day it continues to storm and sleet,
I suppose this is our Equinortial storm
& a terrible one it is I am glad I am
not on Picket to day the day is so stormy
I cannot get out to hear any news.
            WEDNESDAY 23
Plymouth N.C.. This morning
not stormy but cold & some snow
on the ground P.M. I am detailed
to go on H.Q. Guard Corpl. of Guard
there is nothing new to record at
about 8 P.M. the steamer Gen. Berry
arrives withe the 16th C.V. on board
& later the Pautuxet arrives with mail
         THURSDAY 24
Head Quarters 103rd regt P.V. this
morning still on H.Q. guard
morn. pleasant last night there
was considerable alarm upon
the Picket line but I believe 
there was no cause this is the
day for artillery practice upon
the forts evening the late snow
has nearly all disappeared.
[next page]
March                FRIDAY 25          1864
 Plymouth N.C. This morning cold and
again threatens rain there is nothing
new to record to day there is some apprehension 
of an attack at this place
but as yet I see no signs of danger
The 16th C.V. again to day pitch tents
upon their old camping ground on our left
at night very stormy.
               SATURDAY  26
Plymouth N.C. This morning succeeds 
a very stormy night God pity 
the Pickets & men on guard to day
more pleasant but very windy
this A.M. Co Drill in the Manual
of arms P.M. go outside the Picket
line for wood rather risky work that
evening all quiet as usual Windy
    SUNDAY  27
Plymouth N.C. this morning
pleasant last night one of the 
prisoners of Co. H. 103rd R.D. arrested
for pilfering slipped his hopples & 
made his escape probably to the
Rebs. the guards on post are now under 
arrest for neglect of duty attend
preaching to day Rev. Billingsley and
at nigh by Rev. Dickson 16th C.V. at night
a boat arrives but I have not [?]",Steamer General Berry; Pawtuxet
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-25,218840,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:025/full/pct:50/0/default.jpg,"March, Monday, 28. 1864.
Plymouth. N.C. This morning
pleasant, Detailed for Camp Guard
but change off for, Picket. today the
detail from the 103rd is broken up, & a part,
sent on all the leading roads. the writer
& nine men Picket the right of the Wash.
road; orders very strict and some apprehensions
of attack, Countersign ""Union City""

Tuesday, 29.
On Picket on the extreme right of
the washington road near Plymouth
N.C. this morning at 4 o'clock A.M,
ordered to pass along the lines to the ""reserve
post"" & see that sentinels were all doing
duty, & all fires out. found everything right. relieved
at 9 A.M. I think I was very fortunate
to have good weather, for it has rained hard
the greater part of the day, eve a boat arrives.

Wednesday, 30.
Plymouth N.C. This morning succeeds
a stormy night, and Gen.
Whiskey seemed to have the command
of the camp, and some of the ""Boys""
got very noisy. by the last mail I
recd a letter from my Wife. & a package
of clothes &&. evening brings the
long expected Paymaster, still
[stormy] weather.

March. Thursday, 31. 1864.
Plymouth N.C. This morning
pleasant. The heretofore welcome
Paymaster is here, but the curses
bestowed on him are not only loud
but deep, for he is not fulfiling
his contract with the ""veterans"" nor
doing justice to others. Morn. & evening
Drill, at night attend preaching.

April, Friday, 1.
Plymouth N.C. This morning all is
quiet. at this time last year I was
on Picket at the Railroad bridge near
Newberne N.C. & was startled by the enemy
guns opening upon Washington N.C. There
is nothing new to record today. I believe
the payment of the ""veterans"" is going on.
evening rainy & disagreeable.

Saturday, 2.
Plymouth N.C. This morning, I am detailed
to go on Picket Corpl. of guard. The
morning is cold rainy and disagreeable
and I think it rather hard to have to
go on duty before my turn, to allow
the ""veterans"" to get their pay & ""Bounty""
while I do not even get my monthly pay.
& all because I will not re-enlist.
Our post is the reserve on the Achor road
continues to rain all day.",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-26,218841,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:026/full/pct:50/0/default.jpg,"April,     SUNDAY, 3.    1864
On Picket, Reserve post . Achor Road
Near Plymouth N.C.  morning still
cold cloudy & disagreeable, no excitement
last night, Relieved at 10 A.M. and
return to camp.  There is a small
mail & papers of the 28th bring news
of the Rebel raid & destruction of Paduca
Ky. by the Reb. Gen Forrest.
MONDAY 4
Plymouth N.C.  This morning
cold and disagreeable.  7 years ago I was
in Wheeling Va. what changes since
then. there is no news to day, the
""Grapevine Telegraph""  seems to not be
in working order to day.  the payment
of veterans still goes on, every
thing ""quiet along the lines"".  Eve. rain.
TUESDAY, 5.
Plymouth N.C.  This morning succeeds
a very wet & disagreeable night & still
it continues cold & unpleasant. today 
I have been reading a pamphlet
entitled ""The Marches of Wessells Brigade.""
In reading the criticisms of the author
upon the actions of Gen. Spanola at Swift
Creek. on the 9th of Apr. last.  I am reminded
of the story of the gnat, upon the Bulls horn.

April,   WEDNESDAY, 6.      1864
Plymouth N.C.  This morning still
cold & disagreeable, to day I am detailed
as Corpl. of Provost Guard.  There are at present
seven prisoners confined in jail
over whom the Guards have to watch.
There is nothing new to day, all is
quiet as usual, evening the transports
""Samuel"" & ""Eagle"" arrive with Mail & &.
THURSDAY, 7.
Plymouth N.C.  This morning more
pleasant than usual. Still at the head
quarters of the Provost Guard, relieved
at 9 A.M. by the late arrival I receive
two letters one from Bro. Geo. & the other
from Mrs. S.J. Gibson P.M. Brigade drill.
The 103rd P.V. the 85th N.Y.V. 101st P.V. & the 16th
C.V. in line,  Drill long & severe.
FRIDAY, 8.
Plymouth N.C.   This morning pleasant.
There is nothing new to day.
Everything remained ""in Statu quo""
Co. Drill one hour in the A.M. &
Brigade drill in the P. M.  Drill is
very severe. Several sentences of
Courts Martial were read this evening
among others that of friend I.S.M. a fine
of only $10.00.  Evening a small mail.",The Marches of Wessells Brigade; General Forrest
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-27,218842,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:027/full/pct:50/0/default.jpg,"April, SATURDAY, 9, 1864
Plymouth N.C. This Morning cloudy 
& threatens rain.  There is nothing 
new to day, the dull routine of 
Military duties goes on as usual.  
This day one year ago, the 103rd P.V. 
were on the march between Newberne 
& Washington N.C. and about 4 PM 
we had a brisk skirmish at Swift Creek
SUNDAY, 10.
Plymouth N.C. This morning pleasant 
but succeeds a stormy night; the usual 
Sunday Morning Inspection first in order, 
attend preaching A.M. Chap. 16 16th C, V, P.M. 
at preaching in ""Grace"" Church Chap. 103rd P.V. 
Another day is gone. I think we are highly 
favoured & ought to be thankful for the privileges 
we enjoy & the quiet allowed us as Soldiers.
MONDAY, 11.
Plymouth N.C. Morning pleasant 
to day I am detailed Corpl of Camp 
Guard but change off for Picket 
post. the Reserve on the Achor 
Road, there is nothing new or exciting, 
the Countersign ""Ghent"" 
""Grand Rounds"" about midnight, 
night cold and no fires are 
allowed.

April, TUESDAY, 12. 1864
On Picket; Achor Road; Reserve post 
near Plymouth N.C. passed rather an 
uncomfortable night; cold ""Terra Firma"" 
for a bed and broad canopy 
of heaven for a covering, all remains 
quiet, relieved at 10 A.M. and return 
to camp. P.M. rain, evening 
""Eagle"" brings a Mail.
WEDNESDAY, 13.
Plymouth N.C. This morning quite 
pleasant; all is quiet as usual, there 
is considerable activity at present strengthening 
the fortifications around this place 
the available strength of the forces at this 
place consists of the 101st, 103rd PV., 85th N.Y.V. 
16th C.V., 24th N.Y, Arty. Co. B. 2nd N.C.U.V. 3 Cos 2nd 
Mass Arty. & the Gunboats, in all about 50 guns.
P.M. Drill, Scribo Uxoris,""
THURSDAY, 14.
Plymouth N.C. This morning
pleasant. hear heavy cannonading
toward Washington N.C. but as this
thursday the day fixed for Artillery
practice.  I think it nothing more
than practice, A.M. Arty, Practice
upon the forts around Plymouth
& Co. Drill. P.M. Brigade drill.
from 2 till 5 O'clock.",Washington NC; Swift Creek
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-28,218843,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:028/full/pct:50/0/default.jpg,"April, FRIDAY, 15. 1864
The first half of April is nearly 
gone.  It seems to me like a dream
time flies swiftly & were it not for 
this little book, I could hardly believe 
so much time had flown.  there is, 
nothing new today, no Drill AM, 
P.M. went out for Brigade Drill but 
rain coming on return to quarters, Mail,

Saturday, 16.

This morning threatens rain: am 
detailed as corpl. of regimental 
H.Q. guard: May heven forgive for 
I have indulged in some hard language 
today; but I cannot repress my indignation 
there is not a nigger or a horse in 
Plymouth that does not fare better than 
the soldiers on guard.  Eve Mail, recd. a 
letter, Uxoris,

Sunday, 17.
Plymouth N.C. this morning still 
on duty as Corpl of H.Q. guard. If Christ 
our Saviour lay in a manger, I have 
come a little lower for I lay last night 
on the floor of one of the stalls for horses, 
& of course got the benefit of the wholesome (?) 
effluvia arising therefrom. relieved at 
9 A.M. attended preaching A.M. & P.M. 
& at night or 4 P.M. we are attacked by the 
enemy who tried to take ft Gray by storm. repuls


April, MONDAY, 18. 1864.
Plymouth N.C. last night almost continual skirmishing 
was kept up. the Rebs seem determined to have
Ft Gray. but so far have been repulsed with considerable loss
& the loss of one piece of Arty, they have so damaged the 
U.S. Gunboat Bombshell. that she after retiring out of action
sunk at her landing. our skirmishers hold their ground
at 8P.M. the Rebs open their batteries in front and a
terrific bombardment follows and keeps up all night. our losses
not heavy. H. Cline Co. G killed

Tuesday, 19.
Plymouth N.C. Morning comes after a night of terror.
the Rebs are before us, behind us & on each side of us, 
they have carried Ft. Wessell on our right.& turned its guns on us.
their ""Ram"" has sunk the G.B. Southfield & driven off our 
fleet.  Now we are  ""gone up"" unless [we] get reinforcement, but
we will die ""game"" Bombardment continues all day. work
under a galling crossfire all day, & at night Co. ""B"" have to go on 
picket. the night is made lively by bursting shells  and the
sharp rattle of musketry.  our code is ""Right smart Blue""

WEDNESDAY, 20.
Our Flag still Floats defiantly, but we cannot hold out
much longer the Rebs have got all their Artillery in position
and have carried the forts on our left. just at day
light the ball opens. I am on Picket in front of the 
works. My chance for getting in  looks rather blue.
at 7 A.M. the enemy have gained the town & are now
in our rear. We form & advance to drive them out
then commences a most terrific street fight. At 8 A.M.
a parley, Uncon. Sur Dema No. Sur. come & take us
at 10 A.M. our flag is lowered. We are Prisoners of War.",Uxoris; H Q guard
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-29,218844,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:029/full/pct:50/0/default.jpg,"April, THURSDAY, 21. 1864.
Near Plymouth N.C. This morning finds the Old Brigade
all prisoners of War. So far we have been 
well treated, or as well as Prisoners could expect.
our casualties are not heavy. I do not know
the exact No. the Enemy loss is much greater
than ours, but how much I do not know
at 10 A.M. four days rations issued to Prisoners &
at 12 PM. get under way & march about 15 ms.

FRIDAY, 22.
This morning finds the old Brigade still
Prisoners of war, our condition is far from 
being comfortable, but still it might be 
worse, it is the first time for me to be under 
arrest either in civil, or military life. I
would like to know the losses on both sides, but
I cannot find out. March all day, but not very 
fast, roads, very dusty. Encamp near Hamilton.

SATURDAY, 23.
This morning feel considerably ""Old"" and feet
very sore, but I will wear them off & then
walk upon the stubs before I will complain
March till about 10 A.M. & then go into camp
near Hamilton. Encamped in a grove on about
2 Acres of the sandy soil of N.C. with the 
broad canopy of heaven as our only covering.
We are guarded by the 35th regt. N.C. I must
say though I despise the Rebel cause, I like
some of their men, they use us well.

April, SUNDAY, 24. 1864.
Near Hamilton N.C. this morning pleasant,
but not so our condition.  We are prisoners of
war, & as such I suppose we may as well put 
up with our lot* without grumbling. about 10 A.M.
we are ordered to move forward, the hardest sight yet 
is to see the enemy picking out Deserters for execution
I only saw six. March till near sundown & then go
into camp. at night rain makes it more disagreeable
& no shelter.

MONDAY, 25.
Within 11 ms of Tarboro, N.C. Morning warm. move 
early, & arrive at Tarboro about Noon. Now I wish
I was to take prisoner again. I would prefer to be
Killed rather than be captured, & killed by inches, and
starved to death. the Enemy treat us perhaps as well
as they can. they do not barefacedly rob us of our private
effects, but they charge 100 prices for everything they
sell us:  We draw 1 pt. of corn meal, & 1/4 lb meat, slim living.

TUESDAY, 26.
Tarboro N.C. This morning pleasant but
Not so the condition of the ""Old Brigade.""  We
are guarded by the Halcom Legion, S.C.V.
and although I despise the cause for which
they are fighting, Still I admire the honor
of many of their men.  Money is a Mockery. Every
man sets his own value upon what he trades,
today, about 1/2 of the Prisoners are sent further
South, all the U.S. troops, the 103rd still remains
I wish I was my Fathers Dog",Prisoners of War; Capture; 35th Regt North Carolina; 100 Pieces for corn meal and meat; Halcomb's Legion SCV; Tarboro NC
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-30,218845,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:030/full/pct:50/0/default.jpg,"April, WEDNESDAY. 27. 1864
Tarboro N.C.  Still a Prisoner of War, but I 
am not ashamed of it.  overpowered as we were 
by more than five times our number, our supports 
the Gunboats either sunk or driven off 
& no retreat, it is just one week today since 
we have been prisoners, & I suppose we have been 
as well treated as prisoners ought to expect.  This day 
is intensely hot & no shelter from the sun. had a 
shake of Ague.
THURSDAY, 28.
Tarboro N.C. This morning at 3 A.M. aroused from 
my bed on Mother earth by a shower of rain, well 
it will at least lay the dust.  We are still encamped 
in a field at the south end of Tarboro Bridge, and 
guarded by the Halcom Legion S.C.V. however I 
may despise the cause for which they are fighting 
still I admire their candor, evening draw 
rations of corn meal & meat, corn meal & no way to prepare 
it. hard living that.
FRIDAY, 29
Tarboro N.C.  this morning pleasant first thing in order 
is Breakfast then Pack up to leave.  cross Tar River 
on bridge, take passage on cars at 10 A.M. cars nothing
but old baggage cars. 46 men on a car, cars run
slowly. arrive at Goldsboro, N.C. at 4P.M. our condition
is anything but comfortable. we can neither sit, stand,
or lie. cross the Neuse River bridge at 5 P.M. the bridge
burned Dec. 16th, 62. at goldsboro draw three ""Hard Tack""
each + a little meat. continue to travel but slowly
nearly all night. now I would want to live a Prisoner always.

April, SATURDAY, 30. 1864.
Wilmington N.C. Arrive at this place after a long
& dreary night run on the cars. cross Cape Fear River
on Steam Ferry boat. the Smouldering embers of a most
destructive fire are just dying out. It is said that the
loss is not less than 10 millions dollars worth of cotton
& other property. about Noon go on board cars on the Wilmington
& Manchester R.R. distance 190 miles. we are so
thickly crowded we can scarcely either sit stand or lie.
May, SUNDAY, 1.
This morning a little rain on the cars as a Prisoner
of War. arrive at Charleston S.C. about 10 oclock A.M. the
day is intensely hot & water not to be had scarcely at all.
change cars for Savannah Ga. the change is but a ""leap
out of the pot into the fire"" the cars are open flats & the sun
is intensely hot. cross Ashley River at 1 P.M. also Stono & cooper
Rivers, distance from Charleston to Savannah 106 ms. evening
heavy rain, change cars within 3 ms. of Savannah Ga. at 9 P.M.
MONDAY, 2.
Last night had a sleep 100 ms. long. there are only 35 men
besides the guards on each car & we are not so much crowded
as we have been, we are somewhere on the road between
Savannah & Macon Ga. the general appearance of the
state of Georgia is more like of Penna than the Carolinas.
cross Oconee River about Noon. arrive at Macon Ga
about 3 P.M. this is to all appearance a flourishing
place. again at 5 P.M. on our way to our destination
arrive at Andersonvill at 9 P.M. & go into camp on
the sandy soil.",Tarboro NC; Ashley River; Tar River; Cape Fear River Ferry; Goldsboro NC; Oconee River; Cape Fear River; Halcom Legion; Wilmington NC; Stono River; Neuse River; Cooper River; Macon GA; Andersonville; Trains to Goldsboro NC; Ashley River; Tar River; Neuse River; Cooper River; Macon GA; Andersonville; Wilmington Manchester Railroad; Savannah GA; Wilmington NC; Stono River; Charleston SC; Goldsboro NC; Savannah GA; Tarboro NC; Wilmington Manchester Railroad; Charleston SC; Wilmington and Manchester Railroad; Oconee River; Cape Fear River; Halcom Legion
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-31,218846,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:031/full/pct:50/0/default.jpg,"May, TUESDAY, 3. 1864.
Andersonville Ga. This morning pleasant,
but not so pleasant our condition, we are
still prisoners of War. at 9 A.M. we are
counted and divided into messes. and then
sent to Military State Prison, the prison is
about 18 Acres in extent, surrounded by a
Stockad about 15 ft. high. mounted by Sentinels
& commanded by Artillery. Water plenty.
WEDNESDAY, 4. 
Military State Prison. Andersonville Georgia.
This morning cold. Still a Prisoner of War, 
the No of Prisoners at this place is near
11 thousand and the condition of many of
them is horrible in the extreme, but this is
the mens own fault to a great extent, who
seem to be to lazy to do anything for themselves
Day very warm, I Pray God for deliverance
THURSDAY, 5.
Military State Prison Andersonville Georgia.
last night there was considerable excitement, 
& this morning it is said that several Prisoners
escaped from Prison by digging a tunnel
under the stockade, the Prison Embraces
about 18 Acres, Surrounded by a stockade
15 ft. high, guarded by Sentinels & commanded
by artillery, it is shocking to humanity to see
the condition of some of the Prisoners, they are 
liberally rotten with dirt & vermin, & dying like sheep.
May, FRIDAY, 6. 1864.
Still a Prisoner of war, in Rebel Military
Prison. Ga. My own individual condition is
not so bad, but ""Monstrum Horiendum"" the
condition of the Majority of the Prisoners
is Horrible beyond description, almost naked
dirty, & polluted with vermin. I am told that
as many as 900 have died within the last six weeks.
I pray God for a speedy deliverance from this worse
than Hell.            
SATURDAY, 7.
Military Prison, Andersonville Georgia. Still
a Prisoner of War, and if I was to be taken
again I would prefer to die fighting rather
than to be taken & killed by inches, I suppose
there is an average of 25 men daily carried
out dead, if our Government does not soon
get us out of this place, there will be but few
to take out. there is rumour of more fighting
on the Rapidan but we cannot get the
truth.
SUNDAY, 8. 
Sunday morning is but little observed in any
part of the Army, but much less in a military
Prison. & if I did not keep a Diary I would
not know how time passes. There is a good
deal of talk about Parole & Exchange but
I do not know whether there is any truth in
the rumour. I pray heaven it may be true, 
anything before this Hell on earth. day very
warm rations corn bread & a little meat.
I think I will never more grumble at U.S. grub",Andersonville GA Military Prison; Andersonville Prison deaths; Andersonville GA Military Prison
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-32,218847,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:032/full/pct:50/0/default.jpg,"May, MONDAY, 9. 1864.
Military Prison State of Georgia; still a 
Prisoner of War. last night I suffered a great
deal with cramp in Stomach, caused by
the miserable corn bread we have to eat; our
rations consist of a small piece of corn bread and
a little meat. for coffee we brown meal for a 
substitute. there is a rumour of hard fighting near
Richmond, Va. but we cannot get the truth; there
good prospect for exchange before long I think

 TUESDAY, 10.
This morning cloudy & threatens rain. I wish
it rain & wash away some of the filth of this 
Prison or ""Hell upon Earth."" the condition of
many of the men here is miserable in the extreme,
but much of their misery is the result
of their own carelessness, & laziness, & now they
are dying off like rotten sheep. I hope that the day
of deliverance is not far distant. We get no news.

 WEDNESDAY, 11.
It is just three weeks to day since we have been
prisoners of War, & a doleful three weeks it has
been, to the old Brigade two of our number
have since died & many more soon will
die unless speedily delivered from this worse
than hell. I do not know what others will think
of our capture, but for my part I am not
ashamed; hemmed in as we were & overpowered
we fought as long as there was any hope. I hope
all is for the best, There is considerable rain to day.

May. THURSDAY, 12. 1864.
Now Reader I wish I could give you a description 
of our condition as Prisoners of War, but I cannot.
Words fail me to give anything like a correct idea
of our situation. There are about 11,000 of us encamped
upon about 10 Acres with a stream of running through
the centre, within the last 6 or 7 of weeks over 1000 have died
our corn bread ration is large enough, but our meat ration
is getting smaller & ""beautifully less"" every day. no news.

FRIDAY, 13.
Still a Prisoner of at Andersonville, Ga. Military
Prison, there is nothing new to record to day.
it is said that a number of Prisoners from
Danville & from Dalton, Ga. brought in to day.
Sometimes I think the prospect for exchange is
good, but still I cannot see why this delay. I would
like to trade myself for a Reb. & I promise never 
more to grumble at U.S. fare, Ever pleasant.

SATURDAY, 14.
Reader there is any amount of rumours afloat,
but I regard mere rumour as not worth
the breath that tells it, let alone the ink that writes it
but one thing is I think certain & that is that
the Rebs are getting the worst of it, for they 
are so quiet.  to day there were a small 
lot of Prisoners brought into the ""Bull Pen""
Some from Dalton Ga. & some from Newborne
N.C. I think it highly probable that our Flag
waved over Dalton Ga.",Dalton Georgia
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-33,218848,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:033/full/pct:50/0/default.jpg,"May, SUNDAY, 15. 1864.
This morning would be pleasant if we were
permitted to enjoy it without restraint, but we
are prisoners of War, huddled into this ""Bull Pen""
enveloped with smoke & dirt so our condition
is anything but comfortable. To day the Guard shot
an old Man for going beyond the ""Dead Line""
killed him, he had but one leg; & I believe he wanted
to be killed & put out of misery, for he knew the orders,
MONDAY, 16.
Military Prison Andersonville Georgia. this
morning cold, but the day gets warm enough,
the condition of many of the men here is
horrible in the extreme. I hope we have not
long to stay in this miserable place. If Government
does not do something for its Prisoners.
I don't see how it can expect much from
them in time to come.  ""Malum in se""
TUESDAY, 17.
It is just one month to day since we
were attackacked at Plymouth N.C. and
an eventful month it has been to us. Still
we are by no means as hard up as many who
were here before us. Last night a number of
Prisoners made their escape by digging under
the stockade; to day a number of ""Yankee""
prisoners were brought in, who report the Federal
forces in possession of Dalton Ga, there appears
but little hope of I finding relief from this place.
May, WEDNESDAY, 18. 1864.
This morning pleasant. and the birds sing
as gayly as if all was well; how much I envy
their happiness! if I were Metamorphosed
into a bird I would not be long in this ""Bull
Pen"" this Hell upon Earth. there is very little to
encourage, & the little we do hear cannot be relied
upon. the day is intensely hot & no protection
from the sun. The orders to the Guards are very strict.
THURSDAY, 19.
I am glad to record the transactions of
another day, for if we ever get out of this
Prison, everyday brings our deliverance
one day nearer, the sun is intensely hot
to day & nothing to break his almost [vertual?]
rays. To day I paid $4.00 U.S. Money for
less than 4 qts of flour, costly living that. 
I think, exchange of prisoners will soon commence
FRIDAY, 20.
Military Prison Andersonville Ga.
There is but little to record to day we are
shut out from news, or rather shut up
in this miserable Bull Pen. the sun is
intensely hot & no protection from its rays,
save our blankets spread upon poles. the
3 poles & 6 little forks cost $2.50 U.S. Money,
there are 4 of us in one tent & there is just
room enough for us to lie down & it is just
high enough to sit on the ground.",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-34,218849,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:034/full/pct:50/0/default.jpg,"May, SATURDAY, 21. 1864.
Military Prison Andersonville Georgia, Still 
a Prisoner of War; & as such my condition 
is not the most pleasant; to day about 500
more prisoners were brought into this 
infernal ""Bull Pen"" I now think there is but little
chance for exchange soon; at least not till the
Spring Campaign is over; to day I worked hard
digging a well; depth 12ft. water plenty;
SUNDAY, 22.
This morning early, before it was light
there was a fuss in camp, caused by a thief
trying to rob some of the ""Boys"" he was caught
his head shaved, & he was very roughly handled, 
to day the 7th rest. P.R.C. was brought in as
prisoners, the sick the prison Hospitals(?)
have been moved out to make room for the
living, this day is intensely hot. ""Scribo Uxoris""
MONDAY, 23.
Well another day is past, and we are still
prisoners of war, with no prospect of a
speedy deliverance. I still have good
health. a boon above all price, with
men in our condition. Foster & McKee
are quite unwell to day. This evening
there are a large squad of several
hundred Yankees brought in to the
""Bull Pen"". O God forbid that any more
be brought to this infernal place.

May, TUESDAY, 24. 1864.
Reader I have nothing of importance
to record to day. I sometimes become
almost discouraged; but when I walk
out; I am soon cured: for where I see
one man better off than I am; I can
see 100 who are in a much worse condition;
this day is intensely hot, and
nothing but a blanket to shelter us.
WEDNESDAY, 25.
This morning pleasant after a refreshing
shower last night. The day grows warmer.
There is but little news but what there is
is sufficient to assure us that the Rebels have
met with serious reverses of late; I think
there were some more Yankee prisoners
brought in to the ""Bull Pen"" to day. The
guards appear to be unusually vigilant to day.
THURSDAY, 26.
This morning succeeds a night of rain.
many of the men in this prison are
in a very uncomfortable condition, without
shelters lying on the ground & in the
mud their condition could scarcely be
worse this morning I breathed air
outside the Stockade, I went to assist
some of the sick. I read the Macon Daily
to day. it reminds me of whistling to keep up
[?].",Scribo Uxoris; Andersonville living conditions
